wilayah,2024,2025,delta
Bangkalan,0.3628045517459062,0.359403246848932,-0.003401304896974211
Banyuwangi,0.7409970286019153,0.736735919843132,-0.004261108758783272
Blitar,0.6330891983112346,0.6282141990543806,-0.0048749992568539735
Bojonegoro,0.7545467098367991,0.751588105667275,-0.0029586041695240928
Bondowoso,0.3786401517589728,0.376742433756122,-0.0018977180028508234
Gresik,1.39294247367522,1.3795236577416328,-0.013418815933587291
Jember,0.5376721943208759,0.4961576407322523,-0.04151455358862355
Jombang,1.0273743906385646,0.9424585553850268,-0.08491583525353785
Kediri,0.5325708496753685,0.5287082716996561,-0.0038625779757124334
Kota Batu,2.2453241125356445,2.221037668798863,-0.02428644373678157
Kota Blitar,3.2285767787843764,3.1983624384315235,-0.030214340352852975
Kota Kediri,3.353150452507653,3.320031075490866,-0.0331193770167868
Kota Madiun,3.964969494515952,3.4389246973746266,-0.5260447971413256
Kota Malang,1.6042278278526034,1.7047914869532306,0.10056365910062715
Kota Mojokerto,4.367034710647558,4.328598327718179,-0.03843638292937879
Kota Pasuruan,0.911610268378063,0.8995475275936204,-0.012062740784442583
Kota Probolinggo,1.202216887941364,0.79338318424341,-0.4088337036979539
Kota Surabaya,1.6084895393422851,1.5691031313499644,-0.03938640799232074
Lamongan,1.378662798670969,1.226206190177367,-0.15245660849360188
Lumajang,0.6981722722627501,0.6074996702144647,-0.09067260204828542
Madiun,0.3958624457173621,0.3942450732507346,-0.0016173724666275202
Magetan,0.437636761487965,0.4352816054346359,-0.0023551560533290883
Malang,0.8771952267421738,0.8710049001284007,-0.006190326613773056
Mojokerto,0.9529940039349988,0.946077048514831,-0.006916955420167792
Nganjuk,0.3534265142338111,0.351307390453573,-0.002119123780238097
Ngawi,0.5655558395902661,0.3381531427953091,-0.227402696794957
Pacitan,0.5097108410398781,0.5093084609716926,-0.00040238006818549277
Pamekasan,0.6781982984004693,0.6716465527180976,-0.006551745682371712
Pasuruan,0.5430794778713215,0.5391158500059902,-0.003963627865331332
Ponorogo,0.8307881791303933,0.7245544249056267,-0.10623375422476655
Probolinggo,0.4218547773366114,0.4190159494230988,-0.0028388279135126426
Sampang,0.2952017901036552,0.291960005372064,-0.003241784731591202
Sidoarjo,1.15128852211395,1.139631270023321,-0.011657252090628845
Situbondo,0.9989739110827592,0.8519786494150456,-0.1469952616677136
Sumenep,,0.3450069303267129,
Trenggalek,0.4029463436648776,0.2675177297375383,-0.1354286139273393
Tuban,0.489713966234222,0.4872605723362683,-0.002453393897953682
Tulungagung,0.8977893732263049,0.8931857075995813,-0.004603665626723652
